ID1,HHID,NRO_ORDEN_ID,QH30M,QH31M,QH32M_M,QH32M_Y,QH33M
2025,      491705601,1,1,78,8,2021, 
2025,      491705701,1,1,80,8,2022, 
2025,      491810601,1,1,63,6,2023, 
2025,      492107701,1,2,74,4,2024, 
2025,      492404901,1,1,86,3,2023, 
2025,      492609501,1,2,82,10,2021, 
2025,      492609501,2,1,81,9,2022, 
2025,      492905801,1,1,45,9,2020, 
2025,      493018901,1,1,78,6,2025, 
2025,      493600101,1,2,20,1,2023,4
2025,      493600301,1,1,69,2,2020, 
2025,      493600401,1,1,73,6,2024, 
2025,      493600701,1,1,83,7,2025, 
2025,      493804101,1,2,33,11,2023,4
2025,      493911001,1,2,89,12,2021, 
2025,      494001701,1,1,32,4,2021, 
2025,      494108501,1,2,85,8,2024, 
2025,      494108501,2,2,100,9,2024, 
2025,      494204601,1,2,27,5,2025,4
2025,      494206701,1,2,62,11,2020, 
2025,      494404101,1,2,97,2,2021, 
2025,      494404101,2,2,57,5,2021, 
2025,      494502501,1,1,90,1,2025, 
2025,      494503001,1,2,95,3,2025, 
2025,      494504701,1,1,86,12,2023, 
2025,      494512301,1,1,90,3,2022, 
2025,      494612301,1,1,55,9,2024, 
2025,      494900401,1,2,84,7,2020, 
2025,      495002801,1,1,71,4,2025, 
2025,      495004501,1,1,89,7,2023, 
2025,      495111201,1,2,48,7,2021,4
2025,      495209301,1,2,79,9,2021, 
2025,      495505201,1,2,62,6,2020, 
2025,      495606101,1,2,61,11,2022, 
2025,      495701801,1,1,78,12,2021, 
2025,      495902101,1,2,69,3,2022, 
2025,      495902901,1,2,68,12,2025, 
2025,      495906201,1,1,72,8,2022, 
2025,      496001501,1,2,80,7,2024, 
2025,      496102601,1,2,76,10,2022, 
2025,      496103801,1,1,60,3,2021, 
2025,      496205901,1,1,75,5,2025, 
2025,      496305701,1,1,34,3,2020, 
2025,      497001901,1,1,32,12,2023, 
2025,      497401601,1,1,75,3,2021, 
2025,      497504401,1,1,73,5,2021, 
2025,      497505501,1,2,80,12,2020, 
2025,      497706601,1,2,84,5,2023, 
2025,      497706701,1,1,60,4,2021, 
2025,      497804701,1,2,79,4,2022, 
2025,      498103701,1,1,81,1,2023, 
2025,      498208401,1,1,63,4,2022, 
2025,      498901801,1,1,83,3,2025, 
2025,      498901901,1,1,96,5,2023, 
2025,      499010301,1,1,23,2,2022, 
2025,      499208901,1,2,75,4,2020, 
2025,      499410601,1,2,60,7,2021, 
2025,      499509601,1,2,84,4,2025, 
2025,      499510801,1,1,80,1,2020, 
2025,      499511201,1,2,96,11,2024, 
2025,      499604301,1,2,69,6,2025, 
2025,      499702301,1,1,89,10,2023, 
2025,      499809001,1,1,89,3,2024, 
2025,      499901501,1,2,92,5,2025, 
2025,      500213301,1,1,63,1,2021, 
2025,      500506501,1,1,82,5,2024, 
2025,      500807101,1,2,83,6,2024, 
2025,      500907901,1,1,74,8,2022, 
2025,      501003501,1,1,87,3,2021, 
2025,      501200301,1,2,70,11,2020, 
2025,      501200301,2,1,81,2,2021, 
2025,      501305601,1,1,80,6,2022, 
2025,      501419301,1,1,75,4,2025, 
2025,      501809001,1,1,80,3,2023, 
2025,      501809001,2,2,70,1,2024, 
2025,      502006501,1,1,46,4,2021, 
2025,      502503701,1,1,0,2,2021, 
2025,      502508801,1,1,32,1,2025, 
2025,      503100101,1,2,65,11,2024, 
2025,      503102001,1,1,51,10,2021, 
2025,      503102001,2,1,93,10,2024, 
2025,      503204401,1,2,70,9,2023, 
2025,      503500801,1,2,21,8,2020,4
