ID1,HHID,HVIDX,QHCLUSTER,QHNUMBER,QHHOME,PS100C1_A,PS100C1_M,PS100C_1S,PS8
2025,      458706401,4,4587,64,1,0,5,2,1
2025,      458709801,3,4587,98,1,0,1,2,1
2025,      458820401,8,4588,204,1,0,10,2,1
2025,      459109201,3,4591,92,1,0,5,2,1
2025,      459109401,4,4591,94,1,0,11,2,1
2025,      459204101,8,4592,41,1,2,0,2,1
2025,      459208401,5,4592,84,1,0,4,2,1
2025,      459208801,5,4592,88,1,2,0,2,1
2025,      459301901,3,4593,19,1,1,5,2,1
2025,      459306201,3,4593,62,1,0,10,2,1
2025,      460713101,5,4607,131,1,0,9,2,1
2025,      460900101,7,4609,1,1,0,2,2,1
2025,      461002401,3,4610,24,1,0,3,2,1
2025,      461005101,3,4610,51,1,0,3,2,1
2025,      461105001,3,4611,50,1,0,3,2,1
2025,      461111201,5,4611,112,1,0,6,2,1
2025,      461117901,8,4611,179,1,0,2,2,1
2025,      461118001,3,4611,180,1,0,1,2,1
2025,      465708801,5,4657,88,1,0,5,2,1
2025,      466502701,4,4665,27,1,0,7,2,1
2025,      467102201,7,4671,22,1,0,2,2,1
2025,      468300901,4,4683,9,1,0,4,2,1
2025,      468301201,3,4683,12,1,0,1,2,1
2025,      470010601,6,4700,106,1,0,5,2,1
2025,      470207501,5,4702,75,1,0,2,2,1
2025,      470400901,5,4704,9,1,2,9,2,1
2025,      470401001,5,4704,10,1,1,6,2,1
2025,      470407001,7,4704,70,1,1,11,2,1
2025,      470414601,6,4704,146,1,2,4,2,1
2025,      470508201,5,4705,82,1,0,6,2,1
2025,      470508301,5,4705,83,1,0,10,2,1
